PVM,Neste,Kemira,Metsa,Outokumpu,StoraEnso,UPM,Cargotec,Huhtamaki,Kone,Sanoma,Elisa,Nokia
04/03/2013,3.753,11.05,2.349,5.74,6.802,8.956,23.602,14.717,31.073,7.771,16.394,2.632
01/03/2013,3.792,11.106,2.38,5.894,6.802,8.941,23.305,14.759,31.386,7.8,16.143,2.735
28/02/2013,3.846,11.184,2.368,5.927,6.752,8.976,23.421,14.673,30.958,7.853,16.112,2.786
27/02/2013,3.82,11.12,,6.009,6.696,8.813,23.067,14.529,30.639,7.889,16.053,2.785
26/02/2013,3.806,10.972,,5.907,6.609,8.718,23.286,14.539,30.672,7.959,15.962,2.762
25/02/2013,3.891,11.191,2.361,6.042,6.682,8.862,23.92,14.735,31.616,8.066,16.224,2.89
22/02/2013,3.889,11.007,,6.06,6.594,8.699,24.234,14.755,31.592,7.98,16.229,2.866
21/02/2013,3.802,10.98,2.299,6.091,6.573,8.603,24.04,14.535,31.628,7.967,15.893,2.825
20/02/2013,3.877,11.212,2.379,6.337,6.838,8.812,24.89,14.868,32.145,8.085,15.987,2.891
19/02/2013,3.763,11.23,2.313,5.953,6.734,8.72,24.587,14.755,31.941,8.01,15.988,2.94
18/02/2013,3.705,11.247,2.288,5.759,6.594,8.645,24.049,14.598,32.345,7.774,15.935,2.962
15/02/2013,3.748,11.459,2.313,5.855,6.795,8.638,24.308,14.486,32.374,7.713,15.939,3.006
14/02/2013,3.767,11.521,,6.18,6.639,8.641,24.125,14.391,32.307,7.724,15.935,2.929
13/02/2013,3.791,11.593,2.318,6.451,6.309,8.704,22.873,13.832,32.072,7.678,15.939,3.034
12/02/2013,3.716,11.425,2.331,6.458,6.127,8.67,21.71,13.607,31.849,7.557,15.745,3.079
11/02/2013,3.632,11.284,,6.488,5.999,8.729,21.077,13.432,31.883,7.576,15.724,3.084
08/02/2013,3.681,11.22,,6.577,5.945,8.805,20.954,13.481,31.823,7.564,15.707,3.053
07/02/2013,3.634,11.2,2.351,6.604,6.076,8.828,21.063,13.298,31.273,7.701,15.801,3.033
06/02/2013,3.638,11.386,2.319,6.617,6.081,8.71,20.755,13.521,31.198,7.452,16.236,2.923
05/02/2013,3.699,11.71,2.389,6.67,6.328,8.849,21.067,13.446,30.995,7.432,17.039,2.838
04/02/2013,3.967,11.688,2.436,6.736,6.6,8.845,21.117,13.59,30.902,7.413,17.231,2.881
01/02/2013,4.025,11.76,2.424,6.861,6.682,9.102,20.968,13.398,31.058,7.441,17.233,2.952
31/01/2013,3.917,11.726,2.449,6.649,6.447,9.085,20.816,13.422,30.595,7.366,17.454,2.912
30/01/2013,3.877,11.843,2.461,6.786,6.72,9.516,21.434,13.251,30.468,7.433,17.461,3.068
29/01/2013,3.691,11.883,2.466,6.974,6.869,9.636,21.89,13.418,29.945,7.44,17.378,3.154
28/01/2013,3.679,11.942,2.477,7.046,6.831,9.591,22.021,13.481,29.529,7.607,17.431,3.099
25/01/2013,3.652,11.876,2.465,6.974,7.08,9.5,21.354,13.519,29.336,7.699,17.266,3.124
24/01/2013,3.605,11.793,2.48,6.973,7.224,9.535,21.291,13.337,28.956,7.684,17.235,3.33
23/01/2013,3.658,12.107,2.433,7.078,7.106,9.489,21.516,13.283,29.66,7.723,17.098,3.511
22/01/2013,3.678,12.36,2.415,7.292,6.979,9.424,21.552,13.178,29.632,7.683,17.229,3.387
21/01/2013,3.66,12.391,2.462,7.017,6.549,9.33,21.41,13.025,29.403,7.646,17.215,3.354
18/01/2013,3.61,12.32,2.45,6.759,6.289,9.155,21.226,12.926,29.108,7.556,17.04,3.334
17/01/2013,3.56,12.176,2.43,6.675,6.115,9.286,21.267,12.718,29.052,7.509,16.865,3.445
16/01/2013,3.477,12.051,2.412,6.509,5.951,8.731,20.923,12.539,28.746,7.464,16.843,3.461
15/01/2013,3.389,11.957,2.399,6.572,6.018,8.872,21.125,12.476,28.717,7.541,16.886,3.456
14/01/2013,3.47,12.017,2.365,6.64,6.008,8.946,20.746,12.464,28.796,7.573,16.966,3.463
11/01/2013,3.56,12.043,2.308,6.814,5.986,8.949,20.403,12.746,28.924,7.591,17.04,3.392
10/01/2013,3.565,12.139,2.304,6.939,5.879,8.948,20.852,12.823,29.012,7.596,17.136,3.286
09/01/2013,3.537,12.232,2.383,6.897,5.873,9.102,21.431,12.783,29.334,7.598,17.094,3.019
08/01/2013,3.451,12.339,2.395,6.906,5.968,9.203,21.66,12.904,29.203,7.622,16.937,3.141
07/01/2013,3.436,12.268,2.358,7.033,5.978,9.314,21.73,12.821,29.176,7.64,16.9,3.254
04/01/2013,3.436,12.274,,7.227,5.922,9.374,21.869,12.749,29.105,7.55,17.04,3.214
03/01/2013,3.448,12.145,2.248,7.394,6.029,9.27,21.257,12.66,29.134,7.592,17.121,3.171
02/01/2013,3.406,12.077,2.25,7.39,5.807,9.118,20.959,12.516,28.844,7.756,17.041,3.125
28/12/2012,3.27,11.809,2.21,6.898,5.591,8.813,19.88,12.291,27.908,7.412,16.747,2.95
27/12/2012,3.272,11.881,2.209,6.905,5.65,8.882,20.145,12.368,28.171,7.448,16.864,3.045
21/12/2012,3.23,11.876,2.195,6.894,5.618,8.883,20.164,12.481,28.195,7.469,16.783,3.066
20/12/2012,3.26,11.93,2.225,6.944,5.679,9.009,20.324,12.486,28.393,7.517,16.906,3.157
19/12/2012,3.274,11.958,2.2,7.345,5.672,9.005,20.466,12.409,28.466,7.575,16.667,3.212
18/12/2012,3.238,11.877,2.195,7.284,5.646,9.073,20.646,12.252,28.504,7.609,16.507,3.146
17/12/2012,3.188,11.764,2.19,6.87,5.602,8.951,20.218,12.229,28.609,7.5,16.579,2.951
14/12/2012,3.188,11.662,2.182,6.58,5.642,8.963,19.709,12.309,28.785,7.472,16.694,2.921
13/12/2012,3.211,11.411,2.23,6.465,5.591,8.985,19.482,12.173,28.832,7.473,16.741,2.902
12/12/2012,3.255,11.442,2.24,6.474,5.666,9.085,19.855,12.394,29.32,7.443,16.744,2.937
11/12/2012,3.332,11.654,2.23,6.495,5.652,9.028,19.859,12.337,29.473,7.451,16.573,2.872
10/12/2012,3.325,11.646,2.219,6.418,5.713,8.949,19.747,12.158,29.451,7.357,16.31,2.866
07/12/2012,3.34,11.804,2.229,6.639,5.666,9.014,20.318,12.292,29.74,7.442,16.453,2.91
05/12/2012,3.288,11.628,2.211,6.621,5.647,9.021,20.28,12.227,29.725,7.42,16.307,2.726
04/12/2012,3.278,11.523,2.2,6.474,5.579,8.88,19.686,12.338,29.356,7.43,16.267,2.535
03/12/2012,3.291,11.446,2.243,6.464,5.549,8.756,19.563,12.457,29.199,7.45,16.31,2.53
30/11/2012,3.283,11.181,2.22,6.311,5.487,8.676,19.549,12.482,28.841,7.39,16.286,2.554
29/11/2012,3.275,11.101,2.19,6.139,5.523,8.543,19.192,12.443,28.697,7.417,16.146,2.601
28/11/2012,3.224,10.923,,6.072,5.59,8.334,18.304,12.296,28.491,7.314,16.02,2.504
27/11/2012,3.244,10.987,2.149,6.377,5.52,8.405,18.819,12.397,28.359,7.28,16.206,2.619
26/11/2012,3.245,10.974,2.142,6.384,5.599,8.43,19.065,12.533,28.245,7.271,16.377,2.699
23/11/2012,3.268,10.977,2.18,6.297,5.494,8.424,19.082,12.834,28.24,7.277,16.659,2.653
22/11/2012,3.28,10.909,2.188,6.076,5.597,8.341,18.619,12.801,28.549,7.293,16.73,2.561
21/11/2012,3.185,10.812,2.155,5.874,5.512,8.162,18.201,12.914,28.587,7.122,16.478,2.415
20/11/2012,3.165,10.805,2.24,5.88,5.413,8.191,17.961,12.899,28.662,7.09,16.298,2.331
19/11/2012,3.134,10.656,2.193,5.886,5.38,8.164,17.955,12.706,28.562,7.14,16.193,2.249
16/11/2012,3.011,10.37,2.24,5.752,5.43,8.027,17.515,12.617,27.944,6.979,16.036,2.142
15/11/2012,3.054,10.466,2.24,5.877,5.494,8.124,17.585,12.609,27.827,7.05,16.213,2.137
14/11/2012,3.074,10.546,2.112,6.067,5.502,8.141,17.86,12.703,28.11,7.226,16.308,2.171
13/11/2012,3.066,10.566,2.126,6.218,5.535,8.178,17.896,12.71,28.001,7.232,16.168,2.104
12/11/2012,3.121,10.631,2.244,6.363,5.522,8.268,18.215,12.882,28.003,7.406,16.236,2.125
09/11/2012,3.114,10.652,,6.408,5.544,8.254,18.126,12.874,28.064,7.329,16.326,2.076
08/11/2012,3.153,10.785,2.318,6.417,5.609,8.369,18.253,12.898,28.234,7.33,16.302,2.082
07/11/2012,3.148,10.779,2.29,6.648,5.634,8.469,18.267,12.962,28.154,7.387,16.375,2.102
06/11/2012,3.174,10.531,2.271,6.461,5.675,8.586,18.094,12.96,28.255,7.358,16.488,2.166
05/11/2012,3.209,10.481,2.206,6.242,5.494,8.539,17.714,12.964,28.47,7.288,16.466,2.174
02/11/2012,3.227,10.577,2.383,6.024,5.507,8.465,17.779,13.01,28.712,7.304,16.665,2.182
01/11/2012,3.277,10.358,2.285,5.828,5.507,8.313,17.3,13.01,28.06,7.385,16.579,2.14
31/10/2012,3.22,10.272,2.35,5.759,5.579,8.256,16.963,13.045,27.711,7.37,16.559,2.095
30/10/2012,3.228,10.25,,5.76,5.524,8.134,16.681,13.018,27.667,6.897,16.504,2.074
29/10/2012,3.234,10.203,2.38,5.711,5.524,8.125,16.441,12.954,27.596,6.859,16.366,1.993
26/10/2012,3.18,10.137,2.35,5.754,5.508,8.08,16.853,12.892,27.381,6.842,16.348,2.003
25/10/2012,3.355,10.216,2.4,5.79,5.606,8.286,17.218,13.063,27.332,6.794,16.537,2.022
24/10/2012,3.332,10.119,2.399,5.894,5.58,8.832,16.959,12.707,27.756,6.829,16.55,2.034
23/10/2012,3.31,10.095,2.38,6.093,5.698,8.813,17.017,12.729,28.051,6.842,16.34,2.041
22/10/2012,3.384,10.191,,6.249,5.662,8.728,17.667,12.619,29.112,6.915,16.678,2.162
19/10/2012,3.485,10.418,2.317,6.376,5.687,8.86,17.688,12.477,29.206,6.904,16.992,2.154
18/10/2012,3.553,10.398,2.39,6.399,5.722,8.962,17.329,12.414,29.248,7.07,17.691,2.262
17/10/2012,3.535,10.358,2.26,6.233,5.709,8.902,17.384,12.469,29.087,7.091,17.81,2.176
16/10/2012,3.556,10.227,,6.126,5.674,8.734,17.581,12.319,28.944,6.877,17.892,2.119
15/10/2012,3.664,10.206,2.31,6.177,5.78,8.685,17.846,12.237,28.826,6.834,17.728,1.988
12/10/2012,3.665,10.247,2.383,6.134,5.764,8.736,18.678,12.298,28.478,6.83,17.713,1.961
11/10/2012,3.627,10.416,2.42,6.145,5.585,8.743,18.591,12.303,28.41,6.849,17.797,1.954
10/10/2012,3.69,10.487,,6.197,5.569,8.639,18.861,12.287,28.347,6.857,17.564,2.038
09/10/2012,3.691,10.593,2.307,6.486,5.677,8.766,19.428,12.415,28.42,6.892,17.502,2.098
08/10/2012,3.598,10.57,,6.633,5.703,8.697,19.617,12.464,28.478,6.951,17.6,2.046
05/10/2012,3.599,10.639,2.342,6.643,5.59,8.813,19.868,12.419,28.3,6.991,17.651,2.05
04/10/2012,3.48,10.548,,6.398,5.597,8.639,18.981,12.287,27.616,6.949,17.517,2.045
03/10/2012,3.531,10.674,2.357,6.557,5.707,8.607,18.31,12.214,27.514,6.942,17.513,2.034
02/10/2012,3.541,10.745,,6.647,5.932,8.746,18.852,12.367,27.827,7.018,17.5,2.11
01/10/2012,3.44,10.981,2.48,6.763,5.765,8.812,18.725,12.364,27.736,7.029,17.461,2.047
28/09/2012,3.418,10.956,,7.358,5.909,8.821,18.553,12.418,27.011,6.952,17.555,2.039
27/09/2012,3.401,10.824,2.46,7.467,,8.983,19.001,12.259,27.073,7.008,17.559,2.045
26/09/2012,3.322,10.723,2.4,7.474,5.913,8.943,19.207,12.18,27.223,6.96,17.446,2.035
25/09/2012,3.346,10.871,2.36,7.688,5.856,9.116,19.828,12.278,27.185,7.099,17.288,2.129
24/09/2012,3.326,10.804,2.459,7.781,5.907,9.059,19.873,12.119,26.678,7.193,17.183,2.091
21/09/2012,3.375,10.913,2.49,8.49,5.997,9.26,20.644,12.179,26.888,7.43,17.09,2.139
20/09/2012,3.335,10.909,,8.399,5.966,9.215,20.731,12.003,26.553,7.425,16.847,2.195
19/09/2012,3.35,10.854,2.416,8.57,6.045,9.323,21.19,12.039,26.38,7.453,16.698,2.199
18/09/2012,3.326,10.587,2.459,8.392,6.043,9.417,21.093,12.25,26.288,7.697,16.607,2.213
17/09/2012,3.434,10.705,2.415,8.559,6.114,9.594,21.939,12.178,26.633,7.926,16.721,2.303
14/09/2012,3.52,10.625,2.361,8.186,6.188,9.571,21.779,12.252,26.561,7.976,16.811,2.335
13/09/2012,3.421,10.601,2.24,7.273,6.117,9.286,20.745,12.165,25.834,7.877,16.746,2.182
12/09/2012,3.408,10.775,2.231,7.203,6.181,9.294,20.728,12.117,25.806,7.845,16.64,2.243
11/09/2012,3.301,10.783,2.17,6.932,6.174,9.195,19.631,12.053,25.713,7.687,16.518,2.146
10/09/2012,3.304,10.811,2.263,6.913,6.179,9.292,19.74,12.099,25.726,7.666,16.555,2.072
07/09/2012,3.263,10.849,2.29,6.654,6.22,9.229,19.569,12.261,25.473,7.609,16.748,2.022
06/09/2012,3.203,10.611,2.282,6.239,6.075,9.025,18.712,12.046,24.781,7.427,16.734,1.906
05/09/2012,3.181,10.398,,6.076,6.02,8.794,18.481,11.865,24.564,7.324,16.788,2.112
04/09/2012,3.166,10.138,2.224,6.112,6.217,8.795,18.448,11.87,24.578,7.339,16.957,2.333
03/09/2012,3.153,10.251,2.12,6.267,6.208,8.879,18.91,11.751,24.843,7.307,16.855,2.356
31/08/2012,3.071,10.07,2.25,6.178,6.072,8.816,18.746,11.416,24.355,7.221,16.788,2.239
30/08/2012,2.925,10.01,2.2,6.204,6.037,8.758,18.589,11.498,24.266,7.245,16.536,2.289
29/08/2012,2.891,10.126,2.321,6.397,6.101,8.828,18.443,11.481,24.334,7.325,16.631,2.335
28/08/2012,2.839,10.129,2.22,6.569,6.196,8.908,18.587,11.479,24.493,7.325,16.855,2.53
27/08/2012,2.843,10.214,2.266,6.734,6.187,9.011,18.972,11.543,24.637,7.538,16.97,2.707
24/08/2012,2.771,10.124,2.321,6.62,5.95,8.918,18.761,11.398,24.551,7.44,16.807,2.48
23/08/2012,2.811,10.304,2.32,6.847,6.189,9.03,19.321,11.536,24.722,7.399,16.79,2.386
22/08/2012,2.816,10.3,2.357,6.911,6.27,9.076,19.637,11.534,24.891,7.488,16.981,2.322
21/08/2012,2.842,10.512,,6.958,6.352,9.172,20.005,11.767,25.372,7.398,17.186,2.267
20/08/2012,2.814,10.374,,6.88,6.245,8.994,19.839,11.877,25.388,7.457,17.189,2.238
17/08/2012,2.823,10.455,,7.025,6.4,9.051,18.972,11.948,25.449,7.472,17.129,2.239
16/08/2012,2.798,10.506,2.303,6.961,6.402,8.911,18.253,12.037,25.398,7.102,16.974,2.172
15/08/2012,2.754,10.46,,6.876,6.256,8.757,17.823,12.101,25.337,6.899,17.03,2.104
14/08/2012,2.734,10.461,2.368,6.79,6.25,8.79,18.129,12.112,25.441,6.865,17.077,2.059
13/08/2012,2.736,10.47,2.395,6.718,6.264,8.898,18.241,12.1,25.475,6.848,17.078,2.232
10/08/2012,2.724,10.59,2.485,6.862,,9.027,18.287,12.226,25.492,6.86,16.992,2.315
09/08/2012,2.746,10.64,2.38,6.89,6.288,9.114,18.492,12.214,25.816,6.917,17.09,2.269
08/08/2012,2.714,10.527,2.453,6.615,6.399,9.001,18.218,12.113,25.551,6.834,17.182,2.137
07/08/2012,2.787,10.605,2.347,6.438,6.392,8.609,18.349,12.208,25.56,6.787,17.147,2.13
06/08/2012,2.681,10.386,,6.198,6.435,8.794,17.753,12.252,25.453,6.61,17.086,1.987
03/08/2012,2.603,10.116,,6.126,6.32,8.51,17.138,12.001,25.207,6.471,16.944,1.912
02/08/2012,2.644,10.038,2.35,6.094,,8.386,17.211,11.79,24.908,6.592,16.792,1.952
01/08/2012,2.878,10.07,,6.095,6.237,8.542,17.316,12.084,25.026,6.895,16.902,2.086
31/07/2012,2.868,10.25,,6.341,6.214,8.764,17.783,12.232,25.262,6.979,16.93,1.891
30/07/2012,2.884,10.253,2.312,6.472,6.235,8.918,18.142,12.406,25.439,6.837,16.972,1.771
27/07/2012,2.793,9.951,,6.129,6.17,8.692,17.121,12.342,25.439,6.684,16.968,1.706
26/07/2012,2.773,9.256,2.45,5.814,,8.481,16.167,12.002,25.335,6.556,16.803,1.58
25/07/2012,2.693,8.955,2.5,5.646,5.853,8.514,16.07,11.777,25.335,6.457,16.65,1.496
24/07/2012,2.662,8.934,,5.671,6.05,8.439,16.204,11.733,25.338,6.377,16.597,1.469
23/07/2012,2.677,8.966,2.511,5.831,6.022,8.451,16.859,11.718,25.084,6.538,16.711,1.395
20/07/2012,2.778,9.343,2.78,6.248,6.219,9.053,17.849,12.024,25.706,6.758,16.868,1.459
19/07/2012,2.844,9.497,2.641,6.218,6.4,9.511,18.132,12.011,25.301,6.818,17.121,1.521
18/07/2012,2.894,9.274,,6.042,6.295,9.259,18.112,11.838,24.995,6.727,17.101,1.366
17/07/2012,2.968,9.292,2.722,6.212,6.195,9.304,18.292,11.752,24.929,6.675,16.941,1.429
16/07/2012,2.96,9.263,,6.363,6.335,9.3,18.073,11.699,24.396,6.685,17.076,1.489
13/07/2012,2.945,9.159,,6.295,5.969,9.249,18.013,11.713,24.59,6.64,16.633,1.522
12/07/2012,2.907,9.198,,6.43,5.959,9.182,17.954,11.531,24.773,6.548,16.001,1.553
11/07/2012,2.969,9.327,,6.546,5.965,9.213,18.169,11.538,24.975,6.569,16.186,1.484
10/07/2012,3.064,9.545,2.643,6.132,6.077,9.275,18.57,11.493,24.816,6.72,16.16,1.457
09/07/2012,2.935,9.368,2.585,6.075,5.974,9.024,18.374,11.402,24.244,6.563,16.097,1.504
06/07/2012,3,9.503,,6.274,5.959,9.244,18.576,11.463,24.247,6.78,15.896,1.586
05/07/2012,3.041,9.632,,6.569,6.066,9.335,19.001,11.586,24.468,7.002,15.896,1.624
04/07/2012,3.065,9.745,2.536,6.696,6.07,9.322,18.557,11.594,24.282,7.039,15.898,1.646
03/07/2012,3.079,9.676,2.525,6.826,6.071,9.301,18.611,11.667,24.031,7.065,15.892,1.682
02/07/2012,3.014,9.405,2.571,6.859,5.923,9.01,18.529,11.739,24.044,7.009,15.894,1.66
29/06/2012,2.929,9.118,2.62,6.578,5.868,8.783,17.954,11.608,23.668,6.935,15.871,1.663
28/06/2012,2.763,8.814,2.553,6.366,5.763,8.391,17.091,11.443,22.798,6.776,15.83,1.708
27/06/2012,2.758,8.893,,6.582,5.812,8.453,17.306,11.551,22.75,6.74,15.855,1.74
26/06/2012,2.776,9.024,,6.752,5.803,8.434,17.141,11.454,22.407,6.691,15.847,1.706
25/06/2012,2.859,9.175,2.581,7.062,5.857,8.595,17.438,11.346,22.385,6.78,15.901,1.77
21/06/2012,2.922,9.506,,7.571,5.899,8.943,18.228,11.413,22.611,6.791,16.009,1.93
20/06/2012,2.886,9.545,,7.545,5.933,8.943,18.095,11.28,22.927,6.704,15.892,1.947
19/06/2012,2.693,9.454,,7.357,5.63,8.712,17.54,11.237,22.813,6.629,15.907,1.958
18/06/2012,2.665,9.291,2.459,6.886,5.872,8.684,17.56,11.053,22.243,6.579,15.764,1.968
15/06/2012,2.638,9.123,2.445,6.639,5.853,8.656,17.752,11.035,22.059,6.387,15.782,1.897
14/06/2012,2.504,8.659,2.499,6.457,5.522,8.292,16.886,11.03,21.831,6.032,15.65,1.948
13/06/2012,2.505,8.795,2.416,6.451,5.611,8.353,17.401,11.094,22.068,5.932,15.525,2.238
12/06/2012,2.555,9.042,,6.644,,8.4,18.232,11.096,22.663,6.071,15.571,2.238
11/06/2012,2.664,9.159,2.648,7.003,5.991,8.482,21.044,11.227,22.755,6.391,15.67,2.326
08/06/2012,2.627,8.879,2.534,6.978,,8.323,20.755,10.841,22.41,6.362,15.495,2.344
07/06/2012,2.655,8.913,2.577,7.065,5.628,8.374,21.134,10.803,22.631,6.462,14.969,2.236
06/06/2012,2.514,8.517,2.603,6.863,,8.162,20.224,10.748,21.981,6.476,15.029,2.231
05/06/2012,2.463,8.26,2.56,6.732,5.821,7.975,19.379,10.476,21.561,6.286,15.013,2.114
04/06/2012,2.409,8.137,2.667,6.877,5.549,7.879,19.09,10.586,21.399,6.313,15.312,2.103
01/06/2012,2.442,8.162,2.588,7.04,5.62,8.046,19.806,10.792,21.809,6.481,15.701,2.108
31/05/2012,2.504,8.4,2.724,7.42,5.646,8.267,20.896,11.179,22.716,6.754,15.81,2.142
30/05/2012,2.569,8.518,2.546,7.719,5.8,8.382,21.32,11.287,23.1,6.678,15.771,2.231
29/05/2012,2.603,8.646,2.612,7.889,5.701,8.473,21.749,11.388,23.203,6.815,15.806,2.284
28/05/2012,2.59,8.53,2.608,7.991,5.664,8.519,21.674,11.176,22.81,6.789,15.963,2.257
25/05/2012,2.559,8.582,2.529,8.036,5.615,8.559,21.393,11.089,22.676,6.793,16.05,2.162
24/05/2012,2.541,8.593,,8.072,5.642,8.557,21.476,11.13,22.565,6.869,16.13,2.14
23/05/2012,2.557,8.641,2.37,8.345,5.812,8.55,21.781,11.212,22.719,6.837,16.159,2.164
22/05/2012,2.624,8.838,2.502,8.427,6.14,8.712,21.973,11.416,23.179,7.029,16.288,2.262
21/05/2012,2.518,8.508,2.365,7.93,5.749,8.467,21.084,11.298,22.621,7.035,15.973,2.285
18/05/2012,2.453,8.391,2.418,7.761,5.734,8.367,21.025,11.35,22.528,6.997,15.777,2.221
16/05/2012,2.496,8.573,2.444,8.071,5.583,8.535,21.72,11.343,22.594,6.997,15.977,2.233
15/05/2012,2.552,8.758,2.502,8.304,5.694,8.704,22.532,11.478,22.995,6.994,16.209,2.293
14/05/2012,2.64,8.977,2.54,8.618,5.883,8.876,23.128,11.59,22.897,7.098,16.314,2.359
11/05/2012,2.738,9.253,2.624,8.776,6.082,9.135,24.041,11.691,23.33,7.275,16.575,2.503
10/05/2012,2.719,9.166,2.548,8.713,5.94,9.197,23.681,11.511,23.169,7.2,16.62,2.445
09/05/2012,2.684,9.03,,8.241,6.092,9.097,23.095,11.692,23.091,7.033,16.474,2.435
08/05/2012,2.781,9.134,2.419,8.496,5.99,9.053,23.882,12.094,23.319,7.106,16.716,2.449
07/05/2012,2.828,9.179,2.429,8.941,6.195,9.083,24.081,11.908,23.237,7.158,16.624,2.372
04/05/2012,2.903,9.337,,9.284,6.365,9.094,24.666,12.269,23.308,7.352,16.81,2.447
03/05/2012,2.994,9.604,2.508,9.812,6.495,9.418,25.332,12.253,23.572,7.433,16.938,2.699
02/05/2012,3.032,9.661,2.458,10.384,,9.636,25.843,12.001,23.527,7.926,16.912,2.686
30/04/2012,2.994,9.652,2.437,10.75,6.394,9.798,25.844,12.056,23.465,7.883,16.995,2.741
27/04/2012,3.049,9.676,,10.919,6.511,9.885,26.07,11.982,23.8,7.935,16.742,2.74
26/04/2012,3.02,9.505,2.277,10.577,6.7,9.701,27.279,11.59,23.217,7.883,16.415,2.777
25/04/2012,2.941,9.431,2.217,10.736,6.709,9.085,29.96,11.503,23.161,8.085,16.411,2.794
24/04/2012,2.867,9.219,2.22,10.595,6.479,8.838,28.27,11.288,21.941,7.919,16.237,2.684
23/04/2012,2.876,9.593,2.217,10.775,6.44,8.73,27.708,10.727,20.874,7.925,16.103,2.738
20/04/2012,2.971,9.94,2.234,11.132,6.249,9.031,28.777,10.95,21.258,8,16.256,2.789
19/04/2012,3.042,10.022,2.341,11.216,6.379,9.305,28.935,11.062,21.284,8.017,16.158,2.993
18/04/2012,3.095,10.041,,11.163,6.483,9.234,28.866,11.006,20.86,8.149,16.238,3.017
17/04/2012,2.976,10.192,2.34,11.118,6.547,9.349,28.382,10.95,20.978,8.164,16.136,3.058
16/04/2012,2.939,9.924,2.34,10.979,6.473,8.979,27.798,10.869,20.698,8.185,15.95,2.982
13/04/2012,2.922,9.829,2.269,11.154,6.399,9.036,27.677,10.817,20.646,8.331,15.627,3.086
12/04/2012,2.869,9.742,2.291,11.57,6.346,8.929,27.397,10.846,20.674,8.242,15.639,3.063
11/04/2012,2.898,9.649,2.24,11.696,6.467,8.708,27.033,10.724,20.219,8.125,15.771,3.331
10/04/2012,2.932,9.636,2.332,11.646,6.334,8.691,26.585,10.488,20.104,8.227,15.793,3.868
05/04/2012,3.05,9.952,2.189,12.634,6.561,8.945,27.51,10.717,20.466,8.5,15.814,3.862
04/04/2012,3.061,10.043,2.141,13.283,6.503,9.136,27.852,10.734,20.481,8.656,17.601,3.91
03/04/2012,3.146,10.341,2.235,13.326,6.725,9.562,28.802,10.913,21.02,9.637,17.88,4.072
02/04/2012,3.167,10.033,2.234,13.352,6.662,9.563,28.298,10.759,20.773,9.55,17.853,4.039
30/03/2012,3.102,9.992,,14.148,6.65,10.194,28.796,10.836,20.878,9.67,17.866,4.064
29/03/2012,2.988,9.925,,14.098,6.599,9.969,28.561,10.692,20.573,9.664,17.731,4.058
28/03/2012,3.026,9.927,2.251,13.349,6.678,10.092,29.473,10.649,20.546,9.807,17.927,4.127
27/03/2012,3.031,9.857,2.315,12.862,6.806,10.3,29.996,10.776,20.882,9.952,17.835,4.018
26/03/2012,3.034,10.039,,12.687,6.657,10.143,30.262,10.641,21.101,10.018,17.923,3.974
23/03/2012,2.931,9.828,2.365,12.802,6.888,9.902,29.581,10.474,20.735,9.952,17.773,3.945
22/03/2012,2.906,9.802,,13.055,6.593,9.937,29.614,10.415,20.509,9.873,17.783,3.93
21/03/2012,2.978,10.663,,12.96,6.726,10.161,30.674,10.457,20.978,10.09,17.713,4.051
20/03/2012,3.027,10.742,2.301,12.326,6.523,10.312,31.054,10.499,21.168,10.176,17.684,4.091
19/03/2012,3.067,10.942,2.384,12.279,6.522,10.434,33.235,10.617,21.977,10.231,17.558,4.064
16/03/2012,3.026,10.947,2.41,11.886,6.443,10.509,32.592,10.793,22.116,10.222,17.492,3.971
15/03/2012,3.096,11.02,2.373,12.108,6.535,10.525,32.478,10.783,22.041,10.276,17.422,3.812
14/03/2012,3.099,10.961,2.3,12.978,6.623,10.556,32.197,10.822,21.839,10.433,17.435,3.794
13/03/2012,3.054,10.981,2.304,12.972,6.615,10.524,31.998,10.778,21.765,10.077,17.358,3.822
12/03/2012,3.017,10.786,2.314,13.055,6.465,10.33,31.421,10.534,21.48,9.889,17.228,3.786
09/03/2012,3.083,10.91,2.35,12.492,6.438,10.435,31.645,10.527,21.5,9.966,17.496,3.825
08/03/2012,3.057,10.912,,12.209,6.269,10.349,31.509,10.562,21.39,9.94,17.357,3.812
07/03/2012,2.963,10.593,2.278,11.654,6.333,10.069,29.806,10.34,21.243,9.838,17.248,3.808
06/03/2012,2.921,10.593,2.41,11.313,6.378,10.047,29.857,10.318,21.279,9.905,17.261,3.783
05/03/2012,3.006,10.86,2.41,11.567,6.556,10.344,31.392,10.51,22.1,9.851,17.328,3.902
02/03/2012,3.086,10.998,2.367,11.569,6.659,10.484,31.507,10.518,21.903,9.938,17.29,3.913
01/03/2012,3.102,10.9,2.334,11.764,6.684,10.371,31.585,10.526,22.039,9.811,17.188,3.935
29/02/2012,3.102,10.821,2.28,11.781,6.68,10.398,31.694,10.412,22.291,9.882,17.054,3.962
28/02/2012,3.102,10.806,2.305,11.749,6.616,10.413,30.654,10.331,22.319,9.81,17.066,4.046
27/02/2012,3.139,10.861,2.329,12.013,6.655,10.409,30.751,10.2,22.477,10.027,17.215,4.09
24/02/2012,3.226,11.003,,12.309,6.667,10.624,31.243,10.346,22.754,10.245,17.154,4.299
